claim_id,note,category
SYN-0155,"10 Jun: customer Mrs Osei slipped on wet floor at insd showroom, no wet floor sign per CCTV. Ankle injury, taken to hospital. Incident book completed, EL/PL claim expected.",LIABILITY_INJURY
SYN-0156,"08 Nov: escape of water from burst pipe in loft. Ceiling below collapsed, flooring lifted. Dehumidifiers on site, strip-out quote $8,250. Policyholder in situ.",PROPERTY_WATER
SYN-0157,"17 Sep. Small fire in loft extinguished by sprinkler activation. Fire damage limited, but water from suppression affected stock and flooring below. Combined est $14,150. Treat as single fire loss.",PROPERTY_FIRE
SYN-0158,"FNOL 14 Jun. Flood water on Cedar Ct ingressed insd van footwells, electrics fault. No occupants at time, no injury. Engineer to assess, est $7,400.",MOTOR_PD
SYN-0159,"FNOL 04 Feb. Electrical fault in en-suite caused localised fire. Fire service attended, property safe. Alternative accommodation arranged 2 wks. Loss adjuster instructed.",PROPERTY_FIRE
SYN-0160,"FNOL 19 Sep. Visitor tripped on raised paving at insd premises entrance (cafe). Fractured wrist confirmed. Solicitors letter of claim received, indemnity being reviewed.",LIABILITY_INJURY
SYN-0161,"FNOL 15 Jan. Washing machine hose failed while insd away, water tracked through utility room into hallway. Contents damage inc laminate and skirting. Leak detection attended, mains isolated.",PROPERTY_WATER
SYN-0162,"Garden outbuilding destroyed by fire 05 Mar, cause TBC, possible disposable BBQ. Fence panels and adjacent cladding heat damaged. No injuries. Est $4,450.",PROPERTY_FIRE
SYN-0163,"18 Nov: pan fire in hallway, extinguished by insd before brigade arrival. Smoke damage throughout ground floor, cabinetry scorched. Cleaning and redecoration est $5,350.",PROPERTY_FIRE
SYN-0164,"14 Aug: pan fire in hallway, extinguished by insd before brigade arrival. Smoke damage throughout ground floor, cabinetry scorched. Cleaning and redecoration est $10,300.",PROPERTY_FIRE
SYN-0165,"24 Nov: escape of water from burst pipe in hallway. Ceiling below collapsed, flooring lifted. Dehumidifiers on site, strip-out quote $5,350. Policyholder in situ.",PROPERTY_WATER
SYN-0166,"18 Sep: escape of water from burst pipe in kitchen. Ceiling below collapsed, flooring lifted. Dehumidifiers on site, strip-out quote $7,650. Policyholder in situ.",PROPERTY_WATER
SYN-0167,"FNOL 08 Jul. Flood water on Foundry Way ingressed insd hatchback footwells, electrics fault. No occupants at time, no injury. Engineer to assess, est $4,600.",MOTOR_PD
SYN-0168,"FNOL 15 May. Insd estate reversed into gatepost at home address. Rear panel dented, no injuries, no TP. Repair est $600. Excess applies.",MOTOR_PD
SYN-0169,"Garden outbuilding destroyed by fire 01 Jan, cause TBC, possible disposable BBQ. Fence panels and adjacent cladding heat damaged. No injuries. Est $8,700.",PROPERTY_FIRE
SYN-0170,"02 Jul: customer Mr Nakamura slipped on wet floor at insd hotel lobby, no wet floor sign per CCTV. Ankle injury, taken to hospital. Incident book completed, EL/PL claim expected.",LIABILITY_INJURY
SYN-0171,"11 Sep. Water ingress from flat above (their loft overflow). Insd ceiling stained and light fitting affected. Recovery against upstairs policy to be considered, est $1,800.",PROPERTY_WATER
SYN-0172,"FNOL 07 Aug. Electrical fault in kitchen caused localised fire. Fire service attended, property safe. Alternative accommodation arranged 2 wks. Loss adjuster instructed.",PROPERTY_FIRE
SYN-0173,"FNOL 07 Nov. Flood water on Harbour Rd ingressed insd saloon footwells, electrics fault. No occupants at time, no injury. Engineer to assess, est $3,250.",MOTOR_PD
SYN-0174,"FNOL 13 Oct. Insd hatchback vs bollard, front axle and radiator damage, repair est $5,950. Note added 12 May: passenger now reporting lower back pain since incident, physio referral. Update reserve.",MOTOR_BI
SYN-0175,"FNOL 05 Jul. Insd estate reversed into gatepost at home address. Rear panel dented, no injuries, no TP. Repair est $1,750. Excess applies.",MOTOR_PD
SYN-0176,"24 Jun. Insd SUV aquaplaned and left carriageway into hedge. Airbags deployed, vehicle likely total loss $10,900. Driver checked by paramedics at scene, no injuries reported, declined hospital.",MOTOR_PD
SYN-0177,"Claim opened 18 Mar. Cyclist collision at junction of Foundry Way. Cyclist sustained leg injury, ambulance attended. Insd estate minor wing damage. Liability under investigation, injury reserve to be set.",MOTOR_BI
SYN-0178,"Claim opened 06 Mar. Cyclist collision at junction of Elm Ave. Cyclist sustained leg injury, ambulance attended. Insd saloon minor wing damage. Liability under investigation, injury reserve to be set.",MOTOR_BI
SYN-0179,"FNOL 14 May. Insd hatchback reversed into gatepost at home address. Rear panel dented, no injuries, no TP. Repair est $1,350. Excess applies.",MOTOR_PD
SYN-0180,"22 Aug. Water ingress from flat above (their hallway overflow). Insd ceiling stained and light fitting affected. Recovery against upstairs policy to be considered, est $2,250.",PROPERTY_WATER
SYN-0181,"FNOL 06 Sep. Flood water on Mill Lane ingressed insd pickup footwells, electrics fault. No occupants at time, no injury. Engineer to assess, est $7,000.",MOTOR_PD
SYN-0182,"21 Mar: pan fire in en-suite, extinguished by insd before brigade arrival. Smoke damage throughout ground floor, cabinetry scorched. Cleaning and redecoration est $6,500.",PROPERTY_FIRE
SYN-0183,"23 May. Loose handrail at insd cafe gave way; member of public fell on stairs, head laceration, glasses broken. Handrail since repaired $350. Injury claim anticipated.",LIABILITY_INJURY
SYN-0184,"09 Jan: TP ran red light and struck insd nearside doors. Both drivers exchanged details, both confirmed uninjured at scene and on follow-up call. Doors and B-pillar, est $4,000. Pursuing recovery from TP insurer.",MOTOR_PD
SYN-0185,"Claim opened 14 Mar. Cyclist collision at junction of Orchard Cl. Cyclist sustained leg injury, ambulance attended. Insd pickup minor wing damage. Liability under investigation, injury reserve to be set.",MOTOR_BI
SYN-0186,"21 Dec. Insd van aquaplaned and left carriageway into hedge. Airbags deployed, vehicle likely total loss $11,000. Driver checked by paramedics at scene, no injuries reported, declined hospital.",MOTOR_PD
SYN-0187,"FNOL 18 Mar. Insd hatchback reversed into gatepost at home address. Rear panel dented, no injuries, no TP. Repair est $2,050. Excess applies.",MOTOR_PD
SYN-0188,"FNOL 13 Jan. Pipe burst adjacent to fireplace chimney breast in en-suite; plaster and hearth surround water damaged. No fire involved. Est $2,300.",PROPERTY_WATER
SYN-0189,"08 Oct: escape of water from burst pipe in hallway. Ceiling below collapsed, flooring lifted. Dehumidifiers on site, strip-out quote $5,300. Policyholder in situ.",PROPERTY_WATER
SYN-0190,"22 Jan: customer Mrs Osei slipped on wet floor at insd gym, no wet floor sign per CCTV. Ankle injury, taken to hospital. Incident book completed, EL/PL claim expected.",LIABILITY_INJURY
SYN-0191,"04 Oct. Loose handrail at insd cafe gave way; member of public fell on stairs, head laceration, glasses broken. Handrail since repaired $150. Injury claim anticipated.",LIABILITY_INJURY
SYN-0192,"FNOL 18 Jul. Visitor tripped on raised paving at insd premises entrance (gym). Fractured wrist confirmed. Solicitors letter of claim received, indemnity being reviewed.",LIABILITY_INJURY
SYN-0193,"FNOL 18 Jul. Pipe burst adjacent to fireplace chimney breast in kitchen; plaster and hearth surround water damaged. No fire involved. Est $3,800.",PROPERTY_WATER
SYN-0194,"Garden outbuilding destroyed by fire 16 Oct, cause TBC, possible disposable BBQ. Fence panels and adjacent cladding heat damaged. No injuries. Est $10,050.",PROPERTY_FIRE
SYN-0195,"23 Mar: multi-vehicle shunt on ring road. Insd driver Mr Brennan attended A&E with wrist pain, discharged same day. Vehicle recovered, NSD front end. Awaiting engineer report and TP details.",MOTOR_BI
SYN-0196,"04 Feb: escape of water from burst pipe in en-suite. Ceiling below collapsed, flooring lifted. Dehumidifiers on site, strip-out quote $3,050. Policyholder in situ.",PROPERTY_WATER
SYN-0197,"03 Feb. Low-speed car park contact with TP vehicle. Cosmetic scuffs only, $650. TP driver mentioned headache at scene and has since submitted whiplash claim via solicitors.",MOTOR_BI
SYN-0198,"06 Nov: pan fire in en-suite, extinguished by insd before brigade arrival. Smoke damage throughout ground floor, cabinetry scorched. Cleaning and redecoration est $10,750.",PROPERTY_FIRE
SYN-0199,"FNOL 08 Aug. Insd SUV reversed into gatepost at home address. Rear panel dented, no injuries, no TP. Repair est $1,450. Excess applies.",MOTOR_PD
SYN-0200,"FNOL 08 Jul. Insd van rear-ended by TP at traffic lights, Elm Ave. Driver reports neck stiffness, GP visit booked. Rear bumper and boot damage, est $3,600. TP insurer notified.",MOTOR_BI
